Country,DateFolder,Year,IncidentFolder,IncidentPath,ID,TitleEN,TitleEL,CategoryEN,CategoryEL,EvidenceEN,EvidenceEL,MediaCount
USA,00-00-2015,2015,Chicago Laquan McDonald video and cover-up claims,USA/00-00-2015/Chicago Laquan McDonald video and cover-up claims,usa_2015_chicago_laquan_mcdonald_video_cover_up_claims,Chicago Laquan McDonald video and cover-up claims,Chicago Laquan McDonald video and cover-up claims,policing / video evidence,policing / video evidence,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2015,2015,"USA Connected-Car Surveillance, GM, and OnStar (2015-2026)","USA/00-00-2015/USA Connected-Car Surveillance, GM, and OnStar (2015-2026)",usa_2015_gm_onstar_car_surveillance,"USA: Connected-Car Surveillance, GM, and OnStar (2015-2026)","ΗΠΑ: Συνδεδεμένα Αυτοκίνητα, GM και OnStar (2015-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2015,2015,Volkswagen Dieselgate in the USA Emissions Cheating and Regulatory Detection,USA/00-00-2015/Volkswagen Dieselgate in the USA Emissions Cheating and Regulatory Detection,usa_2015_volkswagen_dieselgate_in_usa_emissions_cheating_regulatory_detection,Volkswagen Dieselgate in the USA: Emissions Cheating and Regulatory Detection,Volkswagen Dieselgate στις ΗΠΑ: Νοθεία Ρύπων και Ρυθμιστικός Έλεγχος,corporate fraud / environment,εταιρική απάτη / περιβάλλον,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2016,2016,Cambridge Analytica and data persuasion panic,USA/00-00-2016/Cambridge Analytica and data persuasion panic,usa_2016_cambridge_analytica_data_persuasion_panic,Cambridge Analytica and data persuasion panic,Cambridge Analytica and data persuasion panic,data politics / elections,data politics / elections,documented privacy scandal,documented privacy scandal,2
USA,00-00-2016,2016,"Dakota Access Pipeline Protests Indigenous Rights, Private Security and Surveillance","USA/00-00-2016/Dakota Access Pipeline Protests Indigenous Rights, Private Security and Surveillance",usa_2016_dakota_access_pipeline_protests_indigenous_rights_private_security_sur,"Dakota Access Pipeline Protests: Indigenous Rights, Private Security and Surveillance","Dakota Access Pipeline: Ιθαγενικά Δικαιώματα, Ιδιωτική Ασφάλεια και Επιτήρηση",protest policing / indigenous rights,αστυνόμευση διαμαρτυρίας / δικαιώματα ιθαγενών,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2016,2016,"DNC emails, hack-and-leak politics, and party trust","USA/00-00-2016/DNC emails, hack-and-leak politics, and party trust",usa_2016_dnc_emails_hack_leaks_party_trust,"DNC emails, hack-and-leak politics, and party trust","Emails DNC, πολιτική hack-and-leak και εμπιστοσύνη κόμματος",cyber operation / election trust / party politics,κυβερνοεπιχείρηση / εκλογική εμπιστοσύνη / κομματική πολιτική,documented hack-and-leak episode with disputed political effects,τεκμηριωμένο επεισόδιο hack-and-leak με αμφισβητούμενες πολιτικές επιδράσεις,2
USA,00-00-2016,2016,Flint water crisis accountability,USA/00-00-2016/Flint water crisis accountability,usa_2016_flint_water_crisis_accountability,Flint water crisis accountability,Κρίση νερού Flint και λογοδοσία,public health / infrastructure failure,δημόσια υγεία / αποτυχία υποδομών,documented or historically established event; details vary by source,τεκμηριωμένο ή ιστορικά καθιερωμένο γεγονός· οι λεπτομέρειες διαφέρουν ανά πηγή,2
USA,00-00-2016,2016,Standing Rock and pipeline protest policing,USA/00-00-2016/Standing Rock and pipeline protest policing,usa_2016_standing_rock_pipeline_protest_policing,Standing Rock and pipeline protest policing,Standing Rock and pipeline protest policing,environment / indigenous rights,environment / indigenous rights,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2016,2016,USA Facial Recognition and Real-Time Surveillance Creep (2016-2026),USA/00-00-2016/USA Facial Recognition and Real-Time Surveillance Creep (2016-2026),usa_2016_facial_recognition_real_time_surveillance,USA: Facial Recognition and Real-Time Surveillance Creep (2016-2026),ΗΠΑ: Αναγνώριση προσώπου και διολίσθηση σε επιτήρηση πραγματικού χρόνου (2016-2026),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2016,2016,"USA Havana Syndrome — unexplained injuries, science, and uncertainty (2016-2024)","USA/00-00-2016/USA Havana Syndrome — unexplained injuries, science, and uncertainty (2016-2024)",usa_2016_havana_syndrome,"USA: Havana Syndrome — unexplained injuries, science, and uncertainty (2016-2024)","ΗΠΑ: Σύνδρομο Αβάνας — ανεξήγητες βλάβες, επιστήμη και αβεβαιότητα (2016-2024)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2017,2017,Charlottesville extremist violence and response failure,USA/00-00-2017/Charlottesville extremist violence and response failure,usa_2017_charlottesville_extremist_violence_response_failure,Charlottesville extremist violence and response failure,Charlottesville extremist violence and response failure,extremism / public order,extremism / public order,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2017,2017,"Equifax Breach Credit Bureau Power, Data Exposure and Weak Consumer Control","USA/00-00-2017/Equifax Breach Credit Bureau Power, Data Exposure and Weak Consumer Control",usa_2017_equifax_breach_credit_bureau_power_data_exposure_weak_consumer_control,"Equifax Breach: Credit Bureau Power, Data Exposure and Weak Consumer Control","Equifax Breach: Ισχύς Credit Bureau, Έκθεση Δεδομένων και Αδύναμος Έλεγχος Πολιτών",data breach / consumer surveillance,διαρροή δεδομένων / επιτήρηση καταναλωτών,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
USA,00-00-2018,2018,"Cambridge Analytica, Facebook data, and election-manipulation panic","USA/00-00-2018/Cambridge Analytica, Facebook data, and election-manipulation panic",usa_2018_cambridge_analytica_facebook_data_election_manipulation,"Cambridge Analytica, Facebook data, and election-manipulation panic","Cambridge Analytica, δεδομένα Facebook και πανικός εκλογικής χειραγώγησης",data exploitation / elections / platform power,εκμετάλλευση δεδομένων / εκλογές / ισχύς πλατφορμών,documented data misuse scandal with disputed persuasion impact,τεκμηριωμένο σκάνδαλο χρήσης δεδομένων με αμφισβητούμενη επίδραση πειθούς,2
USA,00-00-2018,2018,Family separation at the US border,USA/00-00-2018/Family separation at the US border,usa_2018_family_separation_at_us_border,Family separation at the US border,Family separation at the US border,immigration / state power,immigration / state power,documented policy harm,documented policy harm,2
USA,00-00-2018,2018,"Family separation policy, deterrence, children and recordkeeping failure (2018)","USA/00-00-2018/Family separation policy, deterrence, children and recordkeeping failure (2018)",usa_2018_family_separation_policy_deterrence_children_recordkeeping_failure,"Family separation policy, deterrence, children and recordkeeping failure (2018)","Πολιτική χωρισμού οικογενειών, αποτροπή, παιδιά και αποτυχία αρχείων (2018)","Policing, force and institutional accountability",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2018,2018,Parkland shooting and institutional warning failures,USA/00-00-2018/Parkland shooting and institutional warning failures,usa_2018_parkland_shooting_institutional_warning_failures,Parkland shooting and institutional warning failures,Parkland shooting and institutional warning failures,school violence / public safety,school violence / public safety,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2019,2019,Boeing 737 MAX crashes and certification failures,USA/00-00-2019/Boeing 737 MAX crashes and certification failures,usa_2019_boeing_737_max_crashes_certification_failures,Boeing 737 MAX crashes and certification failures,Boeing 737 MAX crashes and certification failures,corporate regulation / aviation safety,corporate regulation / aviation safety,documented corporate and regulatory failure,documented corporate and regulatory failure,2
USA,00-00-2019,2019,"Boeing 737 MAX, regulatory capture, software and trust (2018-2024)","USA/00-00-2019/Boeing 737 MAX, regulatory capture, software and trust (2018-2024)",usa_2019_boeing_737_max_regulatory_capture_software,"Boeing 737 MAX, regulatory capture, software and trust (2018-2024)","Boeing 737 MAX, ρυθμιστική αιχμαλωσία, λογισμικό και εμπιστοσύνη (2018-2024)","Corruption, capture and public money",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-2019,2019,College admissions bribery scandal,USA/00-00-2019/College admissions bribery scandal,usa_2019_college_admissions_bribery_scandal,College admissions bribery scandal,College admissions bribery scandal,elite corruption / education,elite corruption / education,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-2019,2019,"Epstein Jail Death Custody Failure, Camera Questions and Elite Suspicion","USA/00-00-2019/Epstein Jail Death Custody Failure, Camera Questions and Elite Suspicion",usa_2019_epstein_jail_death_custody_failure_camera_questions_elite_suspicion,"Epstein Jail Death: Custody Failure, Camera Questions and Elite Suspicion","Θάνατος Epstein στη Φυλακή: Αποτυχία Κράτησης, Κάμερες και Υποψία Ελίτ",custody death / elite networks,θάνατος υπό κράτηση / δίκτυα ελίτ,documented case with some disputed interpretation,τεκμηριωμένη υπόθεση με αμφισβητούμενες ερμηνείες,2
